id,R_onHS1,R_offHS1,L_onHS1,L_offHS1,L_SKHS1,R_onHS2,R_offHS2,L_onHS2,L_offHS2,L_SKHS2,overshoot_vgs1,damping_vgs1,vgs1_min,overshoot_vgs2,damping_vgs2,vgs2_min
12,10.7343121166341,10.564909337088466,1.8316072790455074e-08,5.13494736197032e-08,1.851403273306787e-08,3.278970473445952,10.79980112472549,2.5091131592430177e-08,4.0364481165930625e-08,3.3217360102478415e-09,1.2497559,0.013817252591252327,-9.247559,1.8014512,0.024893080815672874,-10.169157
13,17.61604712624103,10.564909337088466,1.8316072790455074e-08,5.13494736197032e-08,1.851403273306787e-08,3.278970473445952,10.79980112472549,2.5091131592430177e-08,4.0364481165930625e-08,3.3217360102478415e-09,0.7354126,0.0021014458034187555,-9.318481,1.8016033,0.024895673617720604,-9.634211
14,10.7343121166341,12.404167936649173,1.8316072790455074e-08,5.13494736197032e-08,1.851403273306787e-08,3.278970473445952,10.79980112472549,2.5091131592430177e-08,4.0364481165930625e-08,3.3217360102478415e-09,1.307312,0.015656467527151108,-9.214111,1.8014932,0.02489633858203888,-10.067764
15,10.7343121166341,10.564909337088466,1.677604521447793e-08,5.13494736197032e-08,1.851403273306787e-08,3.278970473445952,10.79980112472549,2.5091131592430177e-08,4.0364481165930625e-08,3.3217360102478415e-09,1.2503357,0.01343889907002449,-9.216736,1.8014588,0.024892011657357216,-9.962712
16,10.7343121166341,10.564909337088466,1.8316072790455074e-08,1.1642292895782739e-08,1.851403273306787e-08,3.278970473445952,10.79980112472549,2.5091131592430177e-08,4.0364481165930625e-08,3.3217360102478415e-09,1.0647583,0.012209208682179451,-8.989136,1.8016305,0.02489815279841423,-10.172092
17,10.7343121166341,10.564909337088466,1.8316072790455074e-08,5.13494736197032e-08,1.3146418533464894e-08,3.278970473445952,10.79980112472549,2.5091131592430177e-08,4.0364481165930625e-08,3.3217360102478415e-09,0.8859863,0.0032104523852467537,-8.916809,1.7998967,0.024861114099621773,-9.905664
18,10.7343121166341,10.564909337088466,1.8316072790455074e-08,5.13494736197032e-08,1.851403273306787e-08,3.0099043464288116,10.79980112472549,2.5091131592430177e-08,4.0364481165930625e-08,3.3217360102478415e-09,1.2542114,0.014011464081704617,-9.294128,1.8715897,0.026092635467648506,-9.810429
19,10.7343121166341,10.564909337088466,1.8316072790455074e-08,5.13494736197032e-08,1.851403273306787e-08,3.278970473445952,8.650588741060346,2.5091131592430177e-08,4.0364481165930625e-08,3.3217360102478415e-09,1.2513123,0.013868944719433784,-9.182434,1.7385821,0.022107942029833794,-9.860582
20,10.7343121166341,10.564909337088466,1.8316072790455074e-08,5.13494736197032e-08,1.851403273306787e-08,3.278970473445952,10.79980112472549,1.4682454056497663e-08,4.0364481165930625e-08,3.3217360102478415e-09,1.2642517,0.014213991351425648,-9.246399,1.7810826,0.02340162731707096,-9.5136595
21,10.7343121166341,10.564909337088466,1.8316072790455074e-08,5.13494736197032e-08,1.851403273306787e-08,3.278970473445952,10.79980112472549,2.5091131592430177e-08,4.956065365631133e-08,3.3217360102478415e-09,1.2499084,0.013798695057630539,-9.256958,1.9685516,0.025886114686727524,-9.891279
22,10.7343121166341,10.564909337088466,1.8316072790455074e-08,5.13494736197032e-08,1.851403273306787e-08,3.278970473445952,10.79980112472549,2.5091131592430177e-08,4.0364481165930625e-08,2.3605398672288286e-08,1.2487183,0.013793026097118855,-9.23584,2.834918,0.03843557462096214,-11.227137
23,17.61604712624103,12.404167936649173,1.677604521447793e-08,1.1642292895782739e-08,1.3146418533464894e-08,3.0099043464288116,8.650588741060346,1.4682454056497663e-08,4.956065365631133e-08,2.3605398672288286e-08,0.54522705,7.399354444714845e-07,-8.578308,3.1079407,0.03560458868741989,-10.858845
24,15.46150574926287,9.58275987347588,2.8122425867719578e-08,2.5295133484965192e-08,4.948802748816088e-09,8.683595922775567,1.9737719157710671,7.725322167184205e-09,4.54514248054102e-08,1.9039071843903513e-08,0.56762695,5.324759695213288e-05,-8.484924,1.600688,0.01560294907540083,-10.802859
25,12.717239347286522,9.58275987347588,2.8122425867719578e-08,2.5295133484965192e-08,4.948802748816088e-09,8.683595922775567,1.9737719157710671,7.725322167184205e-09,4.54514248054102e-08,1.9039071843903513e-08,0.7330017,0.0030148581136018038,-8.553406,1.6018553,0.015615898184478283,-10.915831
